Marital status,Application mode,Application order,Course,Daytime/evening attendance,Previous qualification,Previous qualification (grade),Nationality,Mother's qualification,Father's qualification,Mother's occupation,Father's occupation,Admission grade,Displaced,Educational special needs,Debtor,Tuition fees up to date,Gender,Scholarship holder,Age at enrollment,International,Curricular units 1st sem (credited),Curricular units 1st sem (enrolled),Curricular units 1st sem (evaluations),Curricular units 1st sem (approved),Curricular units 1st sem (grade),Curricular units 1st sem (without evaluations),Curricular units 2nd sem (credited),Curricular units 2nd sem (enrolled),Curricular units 2nd sem (evaluations),Curricular units 2nd sem (approved),Curricular units 2nd sem (grade),Curricular units 2nd sem (without evaluations),Unemployment rate,Inflation rate,GDP,Target,f_a_age_group,f_a_admission_band,f_a_prev_qual_band,f_a_financial_risk,f_a_parental_edu_level,f_a_is_mature_student,f_a_first_choice,f_a_attended_daytime,f_a_prior_higher_edu,f_a_domestic_student,admission_grade_band,age_group,financial_risk,f_b_sem1_pass_rate,f_b_sem2_pass_rate,f_b_sem1_evaluation_rate,f_b_sem2_evaluation_rate,f_b_academic_progress,f_b_academic_performance_score,f_b_sem1_engagement,f_b_sem2_engagement,f_b_no_evaluation_flag,f_b_credited_ratio,f_b_grade_improvement,f_b_total_units_approved,f_b_total_units_enrolled,semester_1_pass_rate,semester_2_pass_rate,semester_1_evaluation_rate,semester_2_evaluation_rate,academic_progress,academic_performance_score,attendance_mode,early_admission_risk,current_academic_risk
1,18,1,9773,1,1,125.0,1,1,1,4,7,121.5,1,0,0,1,1,0,19,0,0,6,6,6,13.833333333333334,0,0,6,6,6,14.5,0,8.9,1.4,3.51,Graduate,15-19,Q2,Q1,MEDIUM,1.0,0,1,1,0,1,Q2,15-19,MEDIUM,1.0,1.0,1.0,1.0,1.0,14.166666666666666,1.0,1.0,0,0.0,0.6666666666666661,12,12,1.0,1.0,1.0,1.0,1.0,14.166666666666666,Daytime,MEDIUM,LOW
1,1,1,171,1,1,131.0,1,1,1,7,4,127.2,1,0,1,1,1,0,23,0,13,17,19,13,12.153846153846152,0,10,17,28,11,11.909090909090908,1,11.1,0.6,2.02,Enrolled,20-24,Q3,Q2,HIGH,1.0,1,1,1,0,1,Q3,20-24,HIGH,0.7647058823529411,0.6470588235294118,1.1176470588235294,1.6470588235294117,0.7058823529411765,12.041666666666666,1.1176470588235294,1.6470588235294117,0,0.6764705882352942,-0.24475524475524324,24,34,0.7647058823529411,0.6470588235294118,1.1176470588235294,1.6470588235294117,0.7058823529411765,12.041666666666666,Daytime,MEDIUM,MEDIUM
1,17,1,9130,1,1,131.0,1,12,12,2,8,128.2,1,0,0,1,1,0,18,0,0,6,7,6,14.0,0,0,6,8,6,13.666666666666666,0,12.4,0.5,1.79,Graduate,15-19,Q3,Q2,MEDIUM,12.0,0,1,1,0,1,Q3,15-19,MEDIUM,1.0,1.0,1.1666666666666667,1.3333333333333333,1.0,13.833333333333334,1.1666666666666667,1.3333333333333333,0,0.0,-0.3333333333333339,12,12,1.0,1.0,1.1666666666666667,1.3333333333333333,1.0,13.833333333333334,Daytime,MEDIUM,LOW
1,1,1,9773,1,1,140.0,1,3,2,4,6,133.4,1,0,0,0,1,0,29,0,0,6,8,6,16.5,0,0,6,6,5,13.8,0,11.1,0.6,2.02,Enrolled,25-29,Q3,Q3,HIGH,2.5,1,1,1,0,1,Q3,25-29,HIGH,1.0,0.8333333333333334,1.3333333333333333,1.0,0.9166666666666666,15.272727272727273,1.3333333333333333,1.0,0,0.0,-2.6999999999999993,11,12,1.0,0.8333333333333334,1.3333333333333333,1.0,0.9166666666666666,15.272727272727273,Daytime,LOW,MEDIUM
1,39,1,9130,1,1,133.1,1,1,19,4,5,120.0,1,0,0,1,1,0,29,0,0,5,11,1,18.0,2,0,5,10,3,13.333333333333334,2,10.8,1.4,1.74,Dropout,25-29,Q2,Q2,MEDIUM,10.0,1,1,1,0,1,Q2,25-29,MEDIUM,0.2,0.6,2.2,2.0,0.4,14.5,2.2,2.0,1,0.0,-4.666666666666666,4,10,0.2,0.6,2.2,2.0,0.4,14.5,Daytime,HIGH,HIGH
1,44,1,9003,1,1,140.0,1,1,1,4,5,140.0,0,0,0,1,1,0,20,0,0,6,11,6,11.285714285714286,0,0,6,12,5,11.77777777777778,0,16.2,0.3,-0.92,Enrolled,20-24,Q4,Q3,MEDIUM,1.0,1,1,1,0,1,Q4,20-24,MEDIUM,1.0,0.8333333333333334,1.8333333333333333,2.0,0.9166666666666666,11.509379509379512,1.8333333333333333,2.0,0,0.0,0.49206349206349387,11,12,1.0,0.8333333333333334,1.8333333333333333,2.0,0.9166666666666666,11.509379509379512,Daytime,LOW,MEDIUM
1,1,5,171,1,1,139.0,1,19,3,9,2,136.9,1,0,0,1,1,1,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,9.4,-0.8,-3.12,Graduate,15-19,Q4,Q3,LOW,11.0,0,0,1,0,1,Q4,15-19,LOW,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Daytime,LOW,HIGH
1,17,3,171,1,1,125.0,1,3,39,2,5,117.0,1,1,0,1,1,0,22,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,10.8,1.4,1.74,Enrolled,20-24,Q1,Q1,MEDIUM,21.0,1,0,1,0,1,Q1,20-24,MEDIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Daytime,HIGH,HIGH
1,1,2,9670,1,1,117.0,1,3,1,3,5,110.7,1,0,0,1,1,0,20,0,0,6,10,5,14.0,0,0,6,10,6,12.0,0,11.1,0.6,2.02,Enrolled,20-24,Q1,Q1,MEDIUM,2.0,1,0,1,0,1,Q1,20-24,MEDIUM,0.8333333333333334,1.0,1.6666666666666667,1.6666666666666667,0.9166666666666666,12.909090909090908,1.6666666666666667,1.6666666666666667,0,0.0,-2.0,11,12,0.8333333333333334,1.0,1.6666666666666667,1.6666666666666667,0.9166666666666666,12.909090909090908,Daytime,HIGH,MEDIUM
1,39,1,9130,1,1,150.0,1,19,19,9,5,160.0,1,0,0,1,1,0,24,0,0,5,13,4,13.75,1,0,5,9,3,12.0,0,9.4,-0.8,-3.12,Enrolled,20-24,Q4,Q4,MEDIUM,19.0,1,1,1,0,1,Q4,20-24,MEDIUM,0.8,0.6,2.6,1.8,0.7,13.0,2.6,1.8,0,0.0,-1.75,7,10,0.8,0.6,2.6,1.8,0.7,13.0,Daytime,LOW,MEDIUM
1,1,1,9670,1,1,95.0,1,37,37,5,8,95.0,0,0,0,0,1,0,21,0,0,6,9,4,13.25,0,0,6,6,5,11.0,0,12.7,3.7,-1.7,Dropout,20-24,Q1,Q1,HIGH,37.0,1,1,1,0,1,Q1,20-24,HIGH,0.6666666666666666,0.8333333333333334,1.5,1.0,0.75,12.0,1.5,1.0,0,0.0,-2.25,9,12,0.6666666666666666,0.8333333333333334,1.5,1.0,0.75,12.0,Daytime,HIGH,MEDIUM
1,39,1,9147,1,1,150.0,1,37,1,7,3,148.8,0,0,0,1,1,1,25,0,0,5,7,4,14.25,0,0,5,7,4,14.75,0,12.7,3.7,-1.7,Graduate,25-29,Q4,Q4,LOW,19.0,1,1,1,0,1,Q4,25-29,LOW,0.8,0.8,1.4,1.4,0.8,14.5,1.4,1.4,0,0.0,0.5,8,10,0.8,0.8,1.4,1.4,0.8,14.5,Daytime,LOW,MEDIUM
1,39,1,9147,1,1,120.0,1,37,37,9,9,110.0,0,0,0,0,1,0,32,0,0,5,9,0,0.0,1,0,5,5,0,0.0,0,9.4,-0.8,-3.12,Dropout,30-39,Q1,Q1,HIGH,37.0,1,1,1,0,1,Q1,30-39,HIGH,0.0,0.0,1.8,1.0,0.0,0.0,1.8,1.0,0,0.0,0.0,0,10,0.0,0.0,1.8,1.0,0.0,0.0,Daytime,HIGH,HIGH
1,43,1,9991,0,1,136.0,1,3,4,2,2,133.9,0,0,0,0,1,0,26,0,8,12,12,8,11.25,0,3,8,8,3,11.333333333333334,0,7.6,2.6,0.32,Dropout,25-29,Q3,Q3,HIGH,3.5,1,1,0,0,1,Q3,25-29,HIGH,0.6666666666666666,0.375,1.0,1.0,0.55,11.272727272727273,1.0,1.0,0,0.55,0.08333333333333393,11,20,0.6666666666666666,0.375,1.0,1.0,0.55,11.272727272727273,Evening,LOW,HIGH
1,1,1,9130,1,1,133.0,1,2,37,9,7,125.7,1,0,0,1,1,1,18,0,0,6,7,6,13.5,0,0,6,8,6,12.5,0,12.4,0.5,1.79,Graduate,15-19,Q2,Q2,LOW,19.5,0,1,1,0,1,Q2,15-19,LOW,1.0,1.0,1.1666666666666667,1.3333333333333333,1.0,13.0,1.1666666666666667,1.3333333333333333,0,0.0,-1.0,12,12,1.0,1.0,1.1666666666666667,1.3333333333333333,1.0,13.0,Daytime,MEDIUM,LOW
1,17,1,9254,1,1,125.0,1,1,19,4,7,116.6,0,0,0,1,1,1,19,0,0,6,8,5,12.666666666666666,0,0,6,10,6,12.857142857142858,0,16.2,0.3,-0.92,Graduate,15-19,Q1,Q1,LOW,10.0,0,1,1,0,1,Q1,15-19,LOW,0.8333333333333334,1.0,1.3333333333333333,1.6666666666666667,0.9166666666666666,12.770562770562771,1.3333333333333333,1.6666666666666667,0,0.0,0.19047619047619158,11,12,0.8333333333333334,1.0,1.3333333333333333,1.6666666666666667,0.9166666666666666,12.770562770562771,Daytime,HIGH,MEDIUM
1,1,3,9070,1,1,127.0,1,19,38,5,7,141.0,1,0,0,1,1,1,19,0,0,6,6,6,15.166666666666666,0,0,6,6,6,12.333333333333334,0,12.4,0.5,1.79,Graduate,15-19,Q4,Q2,LOW,28.5,0,0,1,0,1,Q4,15-19,LOW,1.0,1.0,1.0,1.0,1.0,13.75,1.0,1.0,0,0.0,-2.833333333333332,12,12,1.0,1.0,1.0,1.0,1.0,13.75,Daytime,LOW,LOW
1,7,1,9119,1,40,130.0,1,1,1,4,4,130.0,0,0,0,1,1,0,27,0,4,6,6,6,13.166666666666666,0,2,5,7,5,15.142857142857142,0,11.1,0.6,2.02,Dropout,25-29,Q3,Q2,MEDIUM,1.0,1,1,1,1,1,Q3,25-29,MEDIUM,1.0,1.0,1.0,1.4,1.0,14.064935064935066,1.0,1.4,0,0.5454545454545454,1.9761904761904763,11,11,1.0,1.0,1.0,1.4,1.0,14.064935064935066,Daytime,MEDIUM,LOW
1,53,1,9003,1,1,130.0,1,19,1,9,9,130.0,0,0,1,1,1,0,21,0,7,12,20,10,11.8,0,5,12,15,9,11.444444444444445,0,8.9,1.4,3.51,Enrolled,20-24,Q3,Q2,HIGH,10.0,1,1,1,0,1,Q3,20-24,HIGH,0.8333333333333334,0.75,1.6666666666666667,1.25,0.7916666666666666,11.631578947368421,1.6666666666666667,1.25,0,0.5,-0.35555555555555607,19,24,0.8333333333333334,0.75,1.6666666666666667,1.25,0.7916666666666666,11.631578947368421,Daytime,MEDIUM,MEDIUM
1,17,1,9119,1,1,127.0,1,19,1,4,5,115.8,0,0,0,1,1,0,20,0,0,5,10,4,11.5,0,0,5,11,0,0.0,0,13.9,-0.3,0.79,Enrolled,20-24,Q1,Q2,MEDIUM,10.0,1,1,1,0,1,Q1,20-24,MEDIUM,0.8,0.0,2.0,2.2,0.4,11.5,2.0,2.2,0,0.0,0.0,4,10,0.8,0.0,2.0,2.2,0.4,11.5,Daytime,HIGH,HIGH
1,44,1,9070,1,39,140.0,1,19,38,4,0,140.0,1,0,0,1,1,0,21,0,0,6,6,6,14.5,0,0,6,8,6,11.333333333333334,0,12.4,0.5,1.79,Graduate,20-24,Q4,Q3,MEDIUM,28.5,1,1,1,0,1,Q4,20-24,MEDIUM,1.0,1.0,1.0,1.3333333333333333,1.0,12.916666666666666,1.0,1.3333333333333333,0,0.0,-3.166666666666666,12,12,1.0,1.0,1.0,1.3333333333333333,1.0,12.916666666666666,Daytime,LOW,LOW
1,1,5,9773,1,1,125.0,1,37,3,5,2,126.1,1,0,0,1,1,0,22,0,0,6,10,5,13.4,0,0,6,12,3,10.666666666666666,0,9.4,-0.8,-3.12,Enrolled,20-24,Q2,Q1,MEDIUM,20.0,1,0,1,0,1,Q2,20-24,MEDIUM,0.8333333333333334,0.5,1.6666666666666667,2.0,0.6666666666666666,12.375,1.6666666666666667,2.0,0,0.0,-2.7333333333333343,8,12,0.8333333333333334,0.5,1.6666666666666667,2.0,0.6666666666666666,12.375,Daytime,MEDIUM,HIGH
1,1,1,171,1,1,135.0,1,1,38,5,7,137.5,1,0,1,0,1,0,19,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,12.7,3.7,-1.7,Graduate,15-19,Q4,Q3,HIGH,19.5,0,1,1,0,1,Q4,15-19,HIGH,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Daytime,LOW,HIGH
1,17,4,9147,1,1,132.0,1,38,19,5,5,120.8,1,0,0,1,1,1,18,0,0,5,8,4,10.8,0,0,5,10,2,12.5,0,11.1,0.6,2.02,Dropout,15-19,Q2,Q2,LOW,28.5,0,0,1,0,1,Q2,15-19,LOW,0.8,0.4,1.6,2.0,0.6,11.366666666666667,1.6,2.0,0,0.0,1.6999999999999993,6,10,0.8,0.4,1.6,2.0,0.6,11.366666666666667,Daytime,MEDIUM,HIGH
1,39,2,9238,1,1,110.0,1,19,1,5,5,136.5,0,0,0,1,1,0,28,0,0,5,6,0,0.0,0,0,5,5,0,0.0,0,13.9,-0.3,0.79,Dropout,25-29,Q4,Q1,MEDIUM,10.0,1,0,1,0,1,Q4,25-29,MEDIUM,0.0,0.0,1.2,1.0,0.0,0.0,1.2,1.0,0,0.0,0.0,0,10,0.0,0.0,1.2,1.0,0.0,0.0,Daytime,LOW,HIGH
2,39,1,9003,1,1,130.0,1,1,37,9,1,122.0,0,0,1,0,1,0,25,0,3,10,23,6,11.428571428571429,0,2,7,15,4,12.0,1,15.5,2.8,-4.06,Dropout,25-29,Q2,Q2,HIGH,19.0,1,1,1,0,1,Q2,25-29,HIGH,0.6,0.5714285714285714,2.3,2.142857142857143,0.5882352941176471,11.657142857142857,2.3,2.142857142857143,0,0.29411764705882354,0.5714285714285712,10,17,0.6,0.5714285714285714,2.3,2.142857142857143,0.5882352941176471,11.657142857142857,Daytime,MEDIUM,HIGH
1,43,1,9003,1,1,130.0,1,37,1,5,4,130.0,0,0,0,1,1,0,25,0,8,14,24,8,12.5,2,6,13,23,10,11.6,0,15.5,2.8,-4.06,Dropout,25-29,Q3,Q2,MEDIUM,19.0,1,1,1,0,1,Q3,25-29,MEDIUM,0.5714285714285714,0.7692307692307693,1.7142857142857142,1.7692307692307692,0.6666666666666666,12.0,1.7142857142857142,1.7692307692307692,0,0.5185185185185185,-0.9000000000000004,18,27,0.5714285714285714,0.7692307692307693,1.7142857142857142,1.7692307692307692,0.6666666666666666,12.0,Daytime,MEDIUM,HIGH
1,1,1,9147,1,1,135.0,1,38,19,9,5,126.3,0,0,0,1,1,0,18,0,0,5,11,2,13.5,0,0,5,11,3,12.333333333333334,0,8.9,1.4,3.51,Enrolled,15-19,Q3,Q3,MEDIUM,28.5,0,1,1,0,1,Q3,15-19,MEDIUM,0.4,0.6,2.2,2.2,0.5,12.8,2.2,2.2,0,0.0,-1.166666666666666,5,10,0.4,0.6,2.2,2.2,0.5,12.8,Daytime,MEDIUM,HIGH
1,1,1,9254,1,1,133.1,1,4,19,4,5,98.0,0,0,0,1,1,0,26,0,0,6,6,0,0.0,0,0,6,12,0,0.0,0,10.8,1.4,1.74,Dropout,25-29,Q1,Q2,MEDIUM,11.5,1,1,1,0,1,Q1,25-29,MEDIUM,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0,0.0,0.0,0,12,0.0,0.0,1.0,2.0,0.0,0.0,Daytime,HIGH,HIGH
1,17,3,9147,1,1,135.0,1,37,37,6,5,121.0,1,0,0,1,1,1,18,0,0,5,8,5,12.75,0,0,5,7,5,11.5,0,13.9,-0.3,0.79,Graduate,15-19,Q2,Q3,LOW,37.0,0,0,1,0,1,Q2,15-19,LOW,1.0,1.0,1.6,1.4,1.0,12.125,1.6,1.4,0,0.0,-1.25,10,10,1.0,1.0,1.6,1.4,1.0,12.125,Daytime,MEDIUM,LOW
1,43,1,9773,1,1,128.0,1,19,38,9,7,124.2,1,0,0,1,1,0,22,0,0,6,17,3,11.333333333333334,3,0,6,14,3,12.333333333333334,0,15.5,2.8,-4.06,Enrolled,20-24,Q2,Q2,MEDIUM,28.5,1,1,1,0,1,Q2,20-24,MEDIUM,0.5,0.5,2.8333333333333335,2.3333333333333335,0.5,11.833333333333334,2.8333333333333335,2.3333333333333335,0,0.0,1.0,6,12,0.5,0.5,2.8333333333333335,2.3333333333333335,0.5,11.833333333333334,Daytime,MEDIUM,HIGH
1,39,1,9003,1,1,140.0,1,1,3,4,5,130.0,0,0,0,1,1,0,25,0,0,6,8,0,0.0,0,0,6,10,0,0.0,0,16.2,0.3,-0.92,Dropout,25-29,Q3,Q3,MEDIUM,2.0,1,1,1,0,1,Q3,25-29,MEDIUM,0.0,0.0,1.3333333333333333,1.6666666666666667,0.0,0.0,1.3333333333333333,1.6666666666666667,0,0.0,0.0,0,12,0.0,0.0,1.3333333333333333,1.6666666666666667,0.0,0.0,Daytime,MEDIUM,HIGH
1,1,2,9773,1,1,135.0,1,3,1,4,4,136.1,1,0,0,1,1,0,19,0,0,6,9,5,11.4,0,0,6,13,5,12.4,0,8.9,1.4,3.51,Enrolled,15-19,Q4,Q3,MEDIUM,2.0,0,0,1,0,1,Q4,15-19,MEDIUM,0.8333333333333334,0.8333333333333334,1.5,2.1666666666666665,0.8333333333333334,11.9,1.5,2.1666666666666665,0,0.0,1.0,10,12,0.8333333333333334,0.8333333333333334,1.5,2.1666666666666665,0.8333333333333334,11.9,Daytime,LOW,MEDIUM
1,17,2,9773,1,1,131.0,1,3,19,2,3,132.8,1,0,0,1,1,0,19,0,0,6,7,6,14.428571428571429,0,0,6,7,6,14.571428571428571,0,13.9,-0.3,0.79,Graduate,15-19,Q3,Q2,MEDIUM,11.0,0,0,1,0,1,Q3,15-19,MEDIUM,1.0,1.0,1.1666666666666667,1.1666666666666667,1.0,14.5,1.1666666666666667,1.1666666666666667,0,0.0,0.14285714285714235,12,12,1.0,1.0,1.1666666666666667,1.1666666666666667,1.0,14.5,Daytime,LOW,LOW
1,17,1,9500,1,1,131.0,1,1,1,5,5,126.3,0,0,0,1,1,0,19,0,0,7,9,7,12.492857142857144,0,0,8,10,8,11.7125,0,16.2,0.3,-0.92,Graduate,15-19,Q3,Q2,MEDIUM,1.0,0,1,1,0,1,Q3,15-19,MEDIUM,1.0,1.0,1.2857142857142858,1.25,1.0,12.076666666666666,1.2857142857142858,1.25,0,0.0,-0.7803571428571434,15,15,1.0,1.0,1.2857142857142858,1.25,1.0,12.076666666666666,Daytime,MEDIUM,LOW
4,39,1,8014,0,19,100.0,1,1,37,9,1,111.5,0,0,0,1,1,0,45,0,2,8,10,4,11.5,0,2,8,13,4,11.0,0,10.8,1.4,1.74,Dropout,40+,Q1,Q1,MEDIUM,19.0,1,1,0,0,1,Q1,40+,MEDIUM,0.5,0.5,1.25,1.625,0.5,11.25,1.25,1.625,0,0.25,-0.5,8,16,0.5,0.5,1.25,1.625,0.5,11.25,Evening,HIGH,HIGH
2,39,1,9991,0,1,140.0,1,37,37,9,9,118.2,0,0,0,1,1,0,52,0,0,5,7,5,11.2,0,0,5,6,5,12.8,1,7.6,2.6,0.32,Graduate,40+,Q2,Q3,MEDIUM,37.0,1,1,0,0,1,Q2,40+,MEDIUM,1.0,1.0,1.4,1.2,1.0,12.0,1.4,1.2,0,0.0,1.6000000000000014,10,10,1.0,1.0,1.4,1.2,1.0,12.0,Evening,HIGH,LOW
1,1,1,9147,1,1,124.0,1,19,19,9,3,115.6,1,0,0,0,1,0,20,0,0,5,9,3,12.0,1,0,5,7,3,11.0,0,9.4,-0.8,-3.12,Dropout,20-24,Q1,Q1,HIGH,19.0,1,1,1,0,1,Q1,20-24,HIGH,0.6,0.6,1.8,1.4,0.6,11.5,1.8,1.4,0,0.0,-1.0,6,10,0.6,0.6,1.8,1.4,0.6,11.5,Daytime,HIGH,HIGH
1,1,1,9500,1,1,130.0,1,38,37,5,10,117.8,1,0,0,1,1,0,19,0,0,8,8,7,15.885714285714286,0,0,8,8,7,15.885714285714286,0,10.8,1.4,1.74,Graduate,15-19,Q1,Q2,MEDIUM,37.5,0,1,1,0,1,Q1,15-19,MEDIUM,0.875,0.875,1.0,1.0,0.875,15.885714285714286,1.0,1.0,0,0.0,0.0,14,16,0.875,0.875,1.0,1.0,0.875,15.885714285714286,Daytime,HIGH,MEDIUM
1,1,1,9500,1,1,142.0,1,1,38,9,9,127.0,0,0,1,0,1,0,21,0,0,7,12,4,12.94,0,0,7,12,4,11.58,0,12.4,0.5,1.79,Dropout,20-24,Q3,Q4,HIGH,19.5,1,1,1,0,1,Q3,20-24,HIGH,0.5714285714285714,0.5714285714285714,1.7142857142857142,1.7142857142857142,0.5714285714285714,12.26,1.7142857142857142,1.7142857142857142,0,0.0,-1.3599999999999994,8,14,0.5714285714285714,0.5714285714285714,1.7142857142857142,1.7142857142857142,0.5714285714285714,12.26,Daytime,MEDIUM,HIGH
2,39,1,8014,0,1,150.0,1,37,37,9,9,140.0,0,0,0,0,1,0,35,0,0,6,6,6,14.0,0,0,6,6,6,14.166666666666666,0,9.4,-0.8,-3.12,Graduate,30-39,Q4,Q4,HIGH,37.0,1,1,0,0,1,Q4,30-39,HIGH,1.0,1.0,1.0,1.0,1.0,14.083333333333334,1.0,1.0,0,0.0,0.16666666666666607,12,12,1.0,1.0,1.0,1.0,1.0,14.083333333333334,Evening,LOW,LOW
2,39,1,171,1,12,110.0,1,37,37,7,7,106.0,1,0,0,1,1,0,36,0,0,0,0,0,0.0,0,0,0,0,0,0.0,0,7.6,2.6,0.32,Graduate,30-39,Q1,Q1,MEDIUM,37.0,1,1,1,0,1,Q1,30-39,MEDIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,Daytime,HIGH,HIGH
4,39,1,9500,1,19,110.0,1,37,38,5,5,151.0,0,0,1,0,1,0,47,0,0,7,7,0,0.0,7,0,8,8,0,0.0,8,15.5,2.8,-4.06,Dropout,40+,Q4,Q1,HIGH,37.5,1,1,1,0,1,Q4,40+,HIGH,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,1,0.0,0.0,0,15,0.0,0.0,1.0,1.0,0.0,0.0,Daytime,LOW,HIGH
1,18,1,9991,0,1,112.0,1,43,40,2,2,106.4,0,0,0,1,1,0,22,0,0,5,0,0,0.0,0,0,5,0,0,0.0,0,8.9,1.4,3.51,Dropout,20-24,Q1,Q1,MEDIUM,41.5,1,1,0,0,1,Q1,20-24,MEDIUM,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0,10,0.0,0.0,0.0,0.0,0.0,0.0,Evening,HIGH,HIGH
2,39,1,9991,0,1,100.0,1,37,37,9,9,125.3,1,0,0,1,1,0,41,0,0,5,8,4,11.25,0,0,5,8,3,11.0,1,7.6,2.6,0.32,Dropout,40+,Q2,Q1,MEDIUM,37.0,1,1,0,0,1,Q2,40+,MEDIUM,0.8,0.6,1.6,1.6,0.7,11.142857142857142,1.6,1.6,0,0.0,-0.25,7,10,0.8,0.6,1.6,1.6,0.7,11.142857142857142,Evening,MEDIUM,MEDIUM
1,7,1,9119,1,3,130.0,1,34,34,90,90,130.0,0,0,0,1,1,0,26,0,0,5,5,0,0.0,0,0,5,6,0,0.0,0,10.8,1.4,1.74,Dropout,25-29,Q3,Q2,MEDIUM,34.0,1,1,1,1,1,Q3,25-29,MEDIUM,0.0,0.0,1.0,1.2,0.0,0.0,1.0,1.2,0,0.0,0.0,0,10,0.0,0.0,1.0,1.2,0.0,0.0,Daytime,MEDIUM,HIGH
2,39,1,8014,0,1,133.1,1,34,34,90,90,116.0,0,0,0,0,0,0,51,0,0,6,13,4,11.25,0,0,6,12,0,0.0,1,10.8,1.4,1.74,Dropout,40+,Q1,Q2,HIGH,34.0,1,1,0,0,1,Q1,40+,HIGH,0.6666666666666666,0.0,2.1666666666666665,2.0,0.3333333333333333,11.25,2.1666666666666665,2.0,0,0.0,0.0,4,12,0.6666666666666666,0.0,2.1666666666666665,2.0,0.3333333333333333,11.25,Evening,HIGH,HIGH
2,39,2,9991,0,1,150.0,1,37,37,9,9,120.0,0,0,0,1,0,0,43,0,0,5,11,3,10.666666666666666,0,1,5,10,4,12.5,0,9.4,-0.8,-3.12,Enrolled,40+,Q2,Q4,MEDIUM,37.0,1,0,0,0,1,Q2,40+,MEDIUM,0.6,0.8,2.2,2.0,0.7,11.714285714285714,2.2,2.0,0,0.1,1.833333333333334,7,10,0.6,0.8,2.2,2.0,0.7,11.714285714285714,Evening,HIGH,MEDIUM
2,39,2,8014,0,1,100.0,1,34,34,0,0,100.0,1,0,0,1,0,0,41,0,0,6,9,5,11.8,0,1,6,10,3,10.666666666666666,1,7.6,2.6,0.32,Graduate,40+,Q1,Q1,MEDIUM,34.0,1,0,0,0,1,Q1,40+,MEDIUM,0.8333333333333334,0.5,1.5,1.6666666666666667,0.6666666666666666,11.375,1.5,1.6666666666666667,0,0.08333333333333333,-1.1333333333333346,8,12,0.8333333333333334,0.5,1.5,1.6666666666666667,0.6666666666666666,11.375,Evening,HIGH,HIGH
1,43,2,9147,1,1,130.0,1,34,37,9,9,118.5,1,0,0,1,1,0,23,0,5,10,19,8,11.625,1,4,10,16,10,11.181818181818182,3,7.6,2.6,0.32,Graduate,20-24,Q2,Q2,MEDIUM,35.5,1,0,1,0,1,Q2,20-24,MEDIUM,0.8,1.0,1.9,1.6,0.9,11.378787878787879,1.9,1.6,1,0.45,-0.44318181818181834,18,20,0.8,1.0,1.9,1.6,0.9,11.378787878787879,Daytime,HIGH,MEDIUM
1,43,2,9238,1,1,129.0,1,34,30,0,5,118.9,1,0,0,1,1,0,22,0,0,6,11,0,0.0,0,0,5,10,0,0.0,0,9.4,-0.8,-3.12,Dropout,20-24,Q2,Q2,MEDIUM,32.0,1,0,1,0,1,Q2,20-24,MEDIUM,0.0,0.0,1.8333333333333333,2.0,0.0,0.0,1.8333333333333333,2.0,0,0.0,0.0,0,11,0.0,0.0,1.8333333333333333,2.0,0.0,0.0,Daytime,HIGH,HIGH
1,17,2,9070,1,1,127.0,1,37,37,9,9,119.3,1,1,0,1,1,1,25,0,0,6,8,4,10.25,0,0,6,6,4,11.25,0,12.7,3.7,-1.7,Dropout,25-29,Q2,Q2,LOW,37.0,1,0,1,0,1,Q2,25-29,LOW,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,10.75,1.3333333333333333,1.0,0,0.0,1.0,8,12,0.6666666666666666,0.6666666666666666,1.3333333333333333,1.0,0.6666666666666666,10.75,Daytime,HIGH,HIGH
1,43,1,9991,0,1,140.0,1,37,37,9,9,135.8,1,0,0,1,1,0,25,0,14,15,16,15,10.8,0,13,14,14,14,11.357142857142858,0,9.4,-0.8,-3.12,Graduate,25-29,Q4,Q3,MEDIUM,37.0,1,1,0,0,1,Q4,25-29,MEDIUM,1.0,1.0,1.0666666666666667,1.0,1.0,11.068965517241379,1.0666666666666667,1.0,0,0.9310344827586207,0.5571428571428569,29,29,1.0,1.0,1.0666666666666667,1.0,1.0,11.068965517241379,Evening,LOW,LOW
